mp_id,structure,phfreq,phdos,pdos,formula,species
,{},"[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.37267476543017564, 0.8879380855551154, 1.0, 0.655700116239266, 0.3447729212088811, 0.46939754504785813, 0.5009122390691573, 0.7935018297049204, 0.6801719899523152, 0.7912823268011256, 0.512336798279263, 0.4478265675548216, 0.16253408035508707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",{},Mg3Bi1.5Sb0.5,"['Mg', 'Bi', 'Sb']"
